NOMBRE DEL INDICADOR,variable,value,año,mes
Morosidad de Cartera de Microcrédito,BP COOPNACIONAL,1.7172568999999998,2022,3
Morosidad de Cartera de Consumo,BP CAPITAL,2.92202966,2022,3
Morosidad de Cartera de Vivienda,BP CAPITAL,100,2022,3
Morosidad de Cartera Productiva,BP CAPITAL,0.0061687700000000005,2022,3
Morosidad de Cartera de Microcrédito,BP CAPITAL,10.00527705,2022,3
Morosidad de Cartera de Consumo,BP FINCA S.A.,16.424917750000002,2022,3
Morosidad de Cartera de Vivienda,BP FINCA S.A.,0,2022,3
Morosidad de Cartera Productiva,BP FINCA S.A.,0,2022,3
Morosidad de Cartera de Microcrédito,BP FINCA S.A.,11.68911091,2022,3
Morosidad de Cartera de Consumo,BP DELBANK,5.36504262,2022,3
Morosidad de Cartera de Vivienda,BP DELBANK,4.32040545,2022,3
Morosidad de Cartera Productiva,BP DELBANK,1.13288438,2022,3
Morosidad de Cartera de Microcrédito,BP DELBANK,6.24283645,2022,3
Morosidad de Cartera de Consumo,BP D-MIRO S.A.,0,2022,3
Morosidad de Cartera de Vivienda,BP D-MIRO S.A.,0,2022,3
Morosidad de Cartera Productiva,BP D-MIRO S.A.,0,2022,3
Morosidad de Cartera de Microcrédito,BP D-MIRO S.A.,6.93914728,2022,3
Morosidad de Cartera de Consumo,BP CODESARROLLO,2.9074407900000003,2022,3
Morosidad de Cartera de Vivienda,BP CODESARROLLO,2.433085,2022,3
Morosidad de Cartera Productiva,BP CODESARROLLO,1.07947244,2022,3
Morosidad de Cartera de Microcrédito,BP CODESARROLLO,8.770740270000001,2022,3
Morosidad de Cartera de Consumo,BP VISIONFUND ECUADOR S.A.,0,2022,3
Morosidad de Cartera de Vivienda,BP VISIONFUND ECUADOR S.A.,0,2022,3
Morosidad de Cartera Productiva,BP VISIONFUND ECUADOR S.A.,0,2022,3
Morosidad de Cartera de Microcrédito,BP VISIONFUND ECUADOR S.A.,4.62229209,2022,3
Morosidad de Cartera de Consumo,BANCOS PRIVADOS PEQUEÑOS,4.50075225,2022,3
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS PEQUEÑOS,1.56148211,2022,3
Morosidad de Cartera Productiva,BANCOS PRIVADOS PEQUEÑOS,1.7130442199999998,2022,3
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS PEQUEÑOS,6.898453710000001,2022,3
Morosidad de Cartera de Consumo,TOTAL BANCOS PRIVADOS,3.14310929,2022,3
Morosidad de Cartera de Vivienda,TOTAL BANCOS PRIVADOS,3.72631606,2022,3
Morosidad de Cartera Productiva,TOTAL BANCOS PRIVADOS,0.9481382599999999,2022,3
Morosidad de Cartera de Microcrédito,TOTAL BANCOS PRIVADOS,4.109378410000001,2022,3
Morosidad de Cartera de Consumo,BANCOS PRIVADOS COMERCIALES,3.88020039,2022,3
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS COMERCIALES,2.7653569499999997,2022,3
Morosidad de Cartera Productiva,BANCOS PRIVADOS COMERCIALES,0.13190161,2022,3
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS COMERCIALES,4.19772614,2022,3
Morosidad de Cartera de Consumo,BANCOS PRIVADOS CONSUMO,3.60875684,2022,3
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS CONSUMO,1.7661957200000002,2022,3
Morosidad de Cartera Productiva,BANCOS PRIVADOS CONSUMO,2.01007539,2022,3
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS CONSUMO,8.163344610000001,2022,3
Morosidad de Cartera de Consumo,BANCOS PRIVADOS VIVIENDA,0,2022,3
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS VIVIENDA,0,2022,3
Morosidad de Cartera Productiva,BANCOS PRIVADOS VIVIENDA,0,2022,3
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS VIVIENDA,0,2022,3
Morosidad de Cartera de Consumo,BANCOS PRIVADOS MICROCRÉDITO,16.25443027,2022,3
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS MICROCRÉDITO,0,2022,3
Morosidad de Cartera Productiva,BANCOS PRIVADOS MICROCRÉDITO,0,2022,3
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS MICROCRÉDITO,7.15432743,2022,3
Morosidad de Cartera de Consumo,BANCA MÚLTIPLE,3.0008139,2022,3
Morosidad de Cartera de Vivienda,BANCA MÚLTIPLE,3.8832448200000003,2022,3
Morosidad de Cartera Productiva,BANCA MÚLTIPLE,1.09184117,2022,3
Morosidad de Cartera de Microcrédito,BANCA MÚLTIPLE,3.82764683,2022,3
Morosidad de Cartera de Consumo,BP GUAYAQUIL,1.58193159,2022,4
Morosidad de Cartera de Vivienda,BP GUAYAQUIL,2.0437811100000003,2022,4
Morosidad de Cartera Productiva,BP GUAYAQUIL,0.8400690800000001,2022,4
Morosidad de Cartera de Microcrédito,BP GUAYAQUIL,3.21578322,2022,4
Morosidad de Cartera de Consumo,BP PACIFICO,3.1711429200000003,2022,4
Morosidad de Cartera de Vivienda,BP PACIFICO,6.32475909,2022,4
Morosidad de Cartera Productiva,BP PACIFICO,1.87498775,2022,4
Morosidad de Cartera de Microcrédito,BP PACIFICO,33.159800080000004,2022,4
Morosidad de Cartera de Consumo,BP PICHINCHA,2.1541014,2022,4
Morosidad de Cartera de Vivienda,BP PICHINCHA,4.22770855,2022,4
Morosidad de Cartera Productiva,BP PICHINCHA,1.6604097500000001,2022,4
Morosidad de Cartera de Microcrédito,BP PICHINCHA,3.6726366699999997,2022,4
Morosidad de Cartera de Consumo,BP PRODUBANCO,2.7927356199999998,2022,4
Morosidad de Cartera de Vivienda,BP PRODUBANCO,2.6369817600000003,2022,4
Morosidad de Cartera Productiva,BP PRODUBANCO,0.55270579,2022,4
Morosidad de Cartera de Microcrédito,BP PRODUBANCO,2.58997156,2022,4
Morosidad de Cartera de Consumo,BANCOS PRIVADOS GRANDES,2.38713425,2022,4
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS GRANDES,4.22252785,2022,4
Morosidad de Cartera Productiva,BANCOS PRIVADOS GRANDES,1.20346143,2022,4
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS GRANDES,3.7097630600000002,2022,4
Morosidad de Cartera de Consumo,BP AUSTRO,7.63742303,2022,4
Morosidad de Cartera de Vivienda,BP AUSTRO,1.26803937,2022,4
Morosidad de Cartera Productiva,BP AUSTRO,1.08381906,2022,4
Morosidad de Cartera de Microcrédito,BP AUSTRO,12.40570531,2022,4
Morosidad de Cartera de Consumo,BP BOLIVARIANO,2.4510365999999997,2022,4
Morosidad de Cartera de Vivienda,BP BOLIVARIANO,3.2420975800000003,2022,4
Morosidad de Cartera Productiva,BP BOLIVARIANO,0.25666118000000004,2022,4
Morosidad de Cartera de Microcrédito,BP BOLIVARIANO,0,2022,4
Morosidad de Cartera de Consumo,BP CITIBANK,0,2022,4
Morosidad de Cartera de Vivienda,BP CITIBANK,0,2022,4
Morosidad de Cartera Productiva,BP CITIBANK,6.6e-7,2022,4
Morosidad de Cartera de Microcrédito,BP CITIBANK,0,2022,4
Morosidad de Cartera de Consumo,BP DINERS,3.94400029,2022,4
Morosidad de Cartera de Vivienda,BP DINERS,0,2022,4
Morosidad de Cartera Productiva,BP DINERS,2.4792774100000003,2022,4
Morosidad de Cartera de Microcrédito,BP DINERS,0,2022,4
Morosidad de Cartera de Consumo,BP GENERAL RUMIÑAHUI,2.1060500699999998,2022,4
Morosidad de Cartera de Vivienda,BP GENERAL RUMIÑAHUI,2.22827726,2022,4
Morosidad de Cartera Productiva,BP GENERAL RUMIÑAHUI,0.92957532,2022,4
Morosidad de Cartera de Microcrédito,BP GENERAL RUMIÑAHUI,100,2022,4
Morosidad de Cartera de Consumo,BP INTERNACIONAL,4.19790778,2022,4
Morosidad de Cartera de Vivienda,BP INTERNACIONAL,2.37733677,2022,4
Morosidad de Cartera Productiva,BP INTERNACIONAL,0.13633291,2022,4
Morosidad de Cartera de Microcrédito,BP INTERNACIONAL,6.61305829,2022,4
Morosidad de Cartera de Consumo,BP LOJA,2.30251077,2022,4
Morosidad de Cartera de Vivienda,BP LOJA,2.57225538,2022,4
Morosidad de Cartera Productiva,BP LOJA,2.03608506,2022,4
Morosidad de Cartera de Microcrédito,BP LOJA,3.0713793199999997,2022,4
Morosidad de Cartera de Consumo,BP MACHALA,2.38621372,2022,4
Morosidad de Cartera de Vivienda,BP MACHALA,1.3864903899999999,2022,4
Morosidad de Cartera Productiva,BP MACHALA,0.4993208,2022,4
Morosidad de Cartera de Microcrédito,BP MACHALA,7.35474993,2022,4
Morosidad de Cartera de Consumo,BP SOLIDARIO,3.39225003,2022,4
Morosidad de Cartera de Vivienda,BP SOLIDARIO,64.59389077,2022,4
Morosidad de Cartera Productiva,BP SOLIDARIO,0.07068434,2022,4
Morosidad de Cartera de Microcrédito,BP SOLIDARIO,3.2035813099999997,2022,4
Morosidad de Cartera de Consumo,BANCOS PRIVADOS MEDIANOS,3.8322811800000003,2022,4
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS MEDIANOS,2.32426894,2022,4
Morosidad de Cartera Productiva,BANCOS PRIVADOS MEDIANOS,0.40264995,2022,4
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS MEDIANOS,3.39488268,2022,4
Morosidad de Cartera de Consumo,BP PROCREDIT,1.75751124,2022,4
Morosidad de Cartera de Vivienda,BP PROCREDIT,1.2581547199999998,2022,4
Morosidad de Cartera Productiva,BP PROCREDIT,2.68512263,2022,4
Morosidad de Cartera de Microcrédito,BP PROCREDIT,3.82137222,2022,4
Morosidad de Cartera de Consumo,BP AMAZONAS,4.38289095,2022,4
Morosidad de Cartera de Vivienda,BP AMAZONAS,7.88824998,2022,4
Morosidad de Cartera Productiva,BP AMAZONAS,0.95966323,2022,4
Morosidad de Cartera de Microcrédito,BP AMAZONAS,13.44354747,2022,4
Morosidad de Cartera de Consumo,BP COMERCIAL DE MANABI,8.89267553,2022,4
Morosidad de Cartera de Vivienda,BP COMERCIAL DE MANABI,0,2022,4
Morosidad de Cartera Productiva,BP COMERCIAL DE MANABI,1.11252534,2022,4
Morosidad de Cartera de Microcrédito,BP COMERCIAL DE MANABI,13.692104460000001,2022,4
Morosidad de Cartera de Consumo,BP LITORAL,7.97620386,2022,4
Morosidad de Cartera de Vivienda,BP LITORAL,0.62521797,2022,4
Morosidad de Cartera Productiva,BP LITORAL,0.9211937200000001,2022,4
Morosidad de Cartera de Microcrédito,BP LITORAL,11.597199419999999,2022,4
Morosidad de Cartera de Consumo,BP COOPNACIONAL,3.4835362500000002,2022,4
Morosidad de Cartera de Vivienda,BP COOPNACIONAL,0.0028592,2022,4
Morosidad de Cartera Productiva,BP COOPNACIONAL,0,2022,4
Morosidad de Cartera de Microcrédito,BP COOPNACIONAL,1.7310295699999998,2022,4
Morosidad de Cartera de Consumo,BP CAPITAL,3.5497808300000004,2022,4
Morosidad de Cartera de Vivienda,BP CAPITAL,100,2022,4
Morosidad de Cartera Productiva,BP CAPITAL,0.00589679,2022,4
Morosidad de Cartera de Microcrédito,BP CAPITAL,6.21165198,2022,4
Morosidad de Cartera de Consumo,BP FINCA S.A.,16.452830849999998,2022,4
Morosidad de Cartera de Vivienda,BP FINCA S.A.,0,2022,4
Morosidad de Cartera Productiva,BP FINCA S.A.,0,2022,4
Morosidad de Cartera de Microcrédito,BP FINCA S.A.,11.839771339999999,2022,4
Morosidad de Cartera de Consumo,BP DELBANK,4.72470255,2022,4
Morosidad de Cartera de Vivienda,BP DELBANK,4.318550429999999,2022,4
Morosidad de Cartera Productiva,BP DELBANK,1.76122768,2022,4
Morosidad de Cartera de Microcrédito,BP DELBANK,5.92917133,2022,4
Morosidad de Cartera de Consumo,BP D-MIRO S.A.,0,2022,4
Morosidad de Cartera de Vivienda,BP D-MIRO S.A.,0,2022,4
Morosidad de Cartera Productiva,BP D-MIRO S.A.,0,2022,4
Morosidad de Cartera de Microcrédito,BP D-MIRO S.A.,7.57507399,2022,4
Morosidad de Cartera de Consumo,BP CODESARROLLO,3.18302178,2022,4
Morosidad de Cartera de Vivienda,BP CODESARROLLO,2.73334361,2022,4
Morosidad de Cartera Productiva,BP CODESARROLLO,1.06594119,2022,4
Morosidad de Cartera de Microcrédito,BP CODESARROLLO,9.55208625,2022,4
Morosidad de Cartera de Consumo,BP VISIONFUND ECUADOR S.A.,0,2022,4
Morosidad de Cartera de Vivienda,BP VISIONFUND ECUADOR S.A.,0,2022,4
Morosidad de Cartera Productiva,BP VISIONFUND ECUADOR S.A.,0,2022,4
Morosidad de Cartera de Microcrédito,BP VISIONFUND ECUADOR S.A.,4.69754832,2022,4
Morosidad de Cartera de Consumo,BANCOS PRIVADOS PEQUEÑOS,4.70985049,2022,4
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS PEQUEÑOS,1.99854027,2022,4
Morosidad de Cartera Productiva,BANCOS PRIVADOS PEQUEÑOS,1.9518389399999998,2022,4
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS PEQUEÑOS,7.21633547,2022,4
Morosidad de Cartera de Consumo,TOTAL BANCOS PRIVADOS,2.93704762,2022,4
Morosidad de Cartera de Vivienda,TOTAL BANCOS PRIVADOS,3.8102286999999997,2022,4
Morosidad de Cartera Productiva,TOTAL BANCOS PRIVADOS,0.9325644200000001,2022,4
Morosidad de Cartera de Microcrédito,TOTAL BANCOS PRIVADOS,4.169477,2022,4
Morosidad de Cartera de Consumo,BANCOS PRIVADOS COMERCIALES,4.19790778,2022,4
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS COMERCIALES,2.37733677,2022,4
Morosidad de Cartera Productiva,BANCOS PRIVADOS COMERCIALES,0.12112778,2022,4
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS COMERCIALES,6.61305829,2022,4
Morosidad de Cartera de Consumo,BANCOS PRIVADOS CONSUMO,3.5777263099999996,2022,4
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS CONSUMO,2.22692061,2022,4
Morosidad de Cartera Productiva,BANCOS PRIVADOS CONSUMO,1.86491847,2022,4
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS CONSUMO,11.59815087,2022,4
Morosidad de Cartera de Consumo,BANCOS PRIVADOS VIVIENDA,0,2022,4
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS VIVIENDA,0,2022,4
Morosidad de Cartera Productiva,BANCOS PRIVADOS VIVIENDA,0,2022,4
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS VIVIENDA,0,2022,4
Morosidad de Cartera de Consumo,BANCOS PRIVADOS MICROCRÉDITO,16.29392044,2022,4
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS MICROCRÉDITO,0,2022,4
Morosidad de Cartera Productiva,BANCOS PRIVADOS MICROCRÉDITO,0,2022,4
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS MICROCRÉDITO,7.425285669999999,2022,4
Morosidad de Cartera de Consumo,BANCA MÚLTIPLE,2.73552572,2022,4
Morosidad de Cartera de Vivienda,BANCA MÚLTIPLE,3.97969048,2022,4
Morosidad de Cartera Productiva,BANCA MÚLTIPLE,1.07880991,2022,4
Morosidad de Cartera de Microcrédito,BANCA MÚLTIPLE,3.8676940600000003,2022,4
Morosidad de Cartera de Consumo,BP GUAYAQUIL,1.5496521399999998,2022,5
Morosidad de Cartera de Vivienda,BP GUAYAQUIL,1.82055466,2022,5
Morosidad de Cartera Productiva,BP GUAYAQUIL,0.8904340199999999,2022,5
Morosidad de Cartera de Microcrédito,BP GUAYAQUIL,3.1296842700000003,2022,5
Morosidad de Cartera de Consumo,BP PACIFICO,3.26180202,2022,5
Morosidad de Cartera de Vivienda,BP PACIFICO,5.5863132,2022,5
Morosidad de Cartera Productiva,BP PACIFICO,1.7682443499999998,2022,5
Morosidad de Cartera de Microcrédito,BP PACIFICO,22.47561122,2022,5
Morosidad de Cartera de Consumo,BP PICHINCHA,2.10197732,2022,5
Morosidad de Cartera de Vivienda,BP PICHINCHA,4.25364772,2022,5
Morosidad de Cartera Productiva,BP PICHINCHA,1.71955864,2022,5
Morosidad de Cartera de Microcrédito,BP PICHINCHA,3.65246824,2022,5
Morosidad de Cartera de Consumo,BP PRODUBANCO,2.9096077,2022,5
Morosidad de Cartera de Vivienda,BP PRODUBANCO,2.89199878,2022,5
Morosidad de Cartera Productiva,BP PRODUBANCO,0.5572035599999999,2022,5
Morosidad de Cartera de Microcrédito,BP PRODUBANCO,2.85807914,2022,5
Morosidad de Cartera de Consumo,BANCOS PRIVADOS GRANDES,2.40093681,2022,5
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS GRANDES,4.05608725,2022,5
Morosidad de Cartera Productiva,BANCOS PRIVADOS GRANDES,1.22118979,2022,5
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS GRANDES,3.62945369,2022,5
Morosidad de Cartera de Consumo,BP AUSTRO,7.746816900000001,2022,5
Morosidad de Cartera de Vivienda,BP AUSTRO,1.67285832,2022,5
Morosidad de Cartera Productiva,BP AUSTRO,1.10534712,2022,5
Morosidad de Cartera de Microcrédito,BP AUSTRO,13.383213999999999,2022,5
Morosidad de Cartera de Consumo,BP BOLIVARIANO,2.3253916400000003,2022,5
Morosidad de Cartera de Vivienda,BP BOLIVARIANO,3.44412672,2022,5
Morosidad de Cartera Productiva,BP BOLIVARIANO,0.27048513,2022,5
Morosidad de Cartera de Microcrédito,BP BOLIVARIANO,0,2022,5
Morosidad de Cartera de Consumo,BP CITIBANK,0,2022,5
Morosidad de Cartera de Vivienda,BP CITIBANK,0,2022,5
Morosidad de Cartera Productiva,BP CITIBANK,6.6e-7,2022,5
Morosidad de Cartera de Microcrédito,BP CITIBANK,0,2022,5
Morosidad de Cartera de Consumo,BP DINERS,3.94504503,2022,5
Morosidad de Cartera de Vivienda,BP DINERS,0,2022,5
Morosidad de Cartera Productiva,BP DINERS,2.1359658699999997,2022,5
Morosidad de Cartera de Microcrédito,BP DINERS,0,2022,5
Morosidad de Cartera de Consumo,BP GENERAL RUMIÑAHUI,2.43771028,2022,5
Morosidad de Cartera de Vivienda,BP GENERAL RUMIÑAHUI,2.1743950599999997,2022,5
Morosidad de Cartera Productiva,BP GENERAL RUMIÑAHUI,1.70176452,2022,5
Morosidad de Cartera de Microcrédito,BP GENERAL RUMIÑAHUI,100,2022,5
Morosidad de Cartera de Consumo,BP INTERNACIONAL,4.34171475,2022,5
Morosidad de Cartera de Vivienda,BP INTERNACIONAL,2.21888764,2022,5
Morosidad de Cartera Productiva,BP INTERNACIONAL,0.14317518,2022,5
Morosidad de Cartera de Microcrédito,BP INTERNACIONAL,7.07842414,2022,5
Morosidad de Cartera de Consumo,BP LOJA,2.43805055,2022,5
Morosidad de Cartera de Vivienda,BP LOJA,2.17001728,2022,5
Morosidad de Cartera Productiva,BP LOJA,2.03809662,2022,5
Morosidad de Cartera de Microcrédito,BP LOJA,3.35791525,2022,5
Morosidad de Cartera de Consumo,BP MACHALA,2.44293898,2022,5
Morosidad de Cartera de Vivienda,BP MACHALA,1.69857542,2022,5
Morosidad de Cartera Productiva,BP MACHALA,0.5495207999999999,2022,5
Morosidad de Cartera de Microcrédito,BP MACHALA,6.67391324,2022,5
Morosidad de Cartera de Consumo,BP SOLIDARIO,3.3660279199999996,2022,5
Morosidad de Cartera de Vivienda,BP SOLIDARIO,51.42167680000001,2022,5
Morosidad de Cartera Productiva,BP SOLIDARIO,0.06590588,2022,5
Morosidad de Cartera de Microcrédito,BP SOLIDARIO,3.12273427,2022,5
Morosidad de Cartera de Consumo,BANCOS PRIVADOS MEDIANOS,3.88097814,2022,5
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS MEDIANOS,2.3300030699999996,2022,5
Morosidad de Cartera Productiva,BANCOS PRIVADOS MEDIANOS,0.41833219,2022,5
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS MEDIANOS,3.3854607899999998,2022,5
Morosidad de Cartera de Consumo,BP PROCREDIT,1.97011559,2022,5
Morosidad de Cartera de Vivienda,BP PROCREDIT,0.69597757,2022,5
Morosidad de Cartera Productiva,BP PROCREDIT,2.52810305,2022,5
Morosidad de Cartera de Microcrédito,BP PROCREDIT,3.64550024,2022,5
Morosidad de Cartera de Consumo,BP AMAZONAS,4.97586527,2022,5
Morosidad de Cartera de Vivienda,BP AMAZONAS,8.25587843,2022,5
Morosidad de Cartera Productiva,BP AMAZONAS,0.9126733899999999,2022,5
Morosidad de Cartera de Microcrédito,BP AMAZONAS,13.765125959999999,2022,5
Morosidad de Cartera de Consumo,BP COMERCIAL DE MANABI,9.0609071,2022,5
Morosidad de Cartera de Vivienda,BP COMERCIAL DE MANABI,0,2022,5
Morosidad de Cartera Productiva,BP COMERCIAL DE MANABI,1.84418104,2022,5
Morosidad de Cartera de Microcrédito,BP COMERCIAL DE MANABI,12.1071864,2022,5
Morosidad de Cartera de Consumo,BP LITORAL,8.12986218,2022,5
Morosidad de Cartera de Vivienda,BP LITORAL,0.37199934,2022,5
Morosidad de Cartera Productiva,BP LITORAL,0.96722249,2022,5
Morosidad de Cartera de Microcrédito,BP LITORAL,10.05092975,2022,5
Morosidad de Cartera de Consumo,BP COOPNACIONAL,3.53569954,2022,5
Morosidad de Cartera de Vivienda,BP COOPNACIONAL,0.00293297,2022,5
Morosidad de Cartera Productiva,BP COOPNACIONAL,0,2022,5
Morosidad de Cartera de Microcrédito,BP COOPNACIONAL,1.8088643000000002,2022,5
Morosidad de Cartera de Consumo,BP CAPITAL,3.5282280999999998,2022,5
Morosidad de Cartera de Vivienda,BP CAPITAL,100,2022,5
Morosidad de Cartera Productiva,BP CAPITAL,0.00489982,2022,5
Morosidad de Cartera de Microcrédito,BP CAPITAL,3.5707098999999998,2022,5
Morosidad de Cartera de Consumo,BP FINCA S.A.,13.828043619999999,2022,5
Morosidad de Cartera de Vivienda,BP FINCA S.A.,0,2022,5
Morosidad de Cartera Productiva,BP FINCA S.A.,0,2022,5
Morosidad de Cartera de Microcrédito,BP FINCA S.A.,12.69299093,2022,5
Morosidad de Cartera de Consumo,BP DELBANK,5.66334981,2022,5
Morosidad de Cartera de Vivienda,BP DELBANK,2.56716709,2022,5
Morosidad de Cartera Productiva,BP DELBANK,2.08472737,2022,5
Morosidad de Cartera de Microcrédito,BP DELBANK,6.343672890000001,2022,5
Morosidad de Cartera de Consumo,BP D-MIRO S.A.,0,2022,5
Morosidad de Cartera de Vivienda,BP D-MIRO S.A.,0,2022,5
Morosidad de Cartera Productiva,BP D-MIRO S.A.,0,2022,5
Morosidad de Cartera de Microcrédito,BP D-MIRO S.A.,8.956763650000001,2022,5
Morosidad de Cartera de Consumo,BP CODESARROLLO,3.2451382399999997,2022,5
Morosidad de Cartera de Vivienda,BP CODESARROLLO,2.6208955200000004,2022,5
Morosidad de Cartera Productiva,BP CODESARROLLO,1.07517921,2022,5
Morosidad de Cartera de Microcrédito,BP CODESARROLLO,9.64315139,2022,5
Morosidad de Cartera de Consumo,BP VISIONFUND ECUADOR S.A.,0.25772595,2022,5
Morosidad de Cartera de Vivienda,BP VISIONFUND ECUADOR S.A.,0,2022,5
Morosidad de Cartera Productiva,BP VISIONFUND ECUADOR S.A.,0,2022,5
Morosidad de Cartera de Microcrédito,BP VISIONFUND ECUADOR S.A.,4.72452862,2022,5
Morosidad de Cartera de Consumo,BANCOS PRIVADOS PEQUEÑOS,4.96094216,2022,5
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS PEQUEÑOS,1.53369526,2022,5
Morosidad de Cartera Productiva,BANCOS PRIVADOS PEQUEÑOS,1.88426051,2022,5
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS PEQUEÑOS,7.54200094,2022,5
Morosidad de Cartera de Consumo,TOTAL BANCOS PRIVADOS,2.96290801,2022,5
Morosidad de Cartera de Vivienda,TOTAL BANCOS PRIVADOS,3.6660040900000004,2022,5
Morosidad de Cartera Productiva,TOTAL BANCOS PRIVADOS,0.9455838,2022,5
Morosidad de Cartera de Microcrédito,TOTAL BANCOS PRIVADOS,4.15880723,2022,5
Morosidad de Cartera de Consumo,BANCOS PRIVADOS COMERCIALES,4.34171475,2022,5
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS COMERCIALES,2.21888764,2022,5
Morosidad de Cartera Productiva,BANCOS PRIVADOS COMERCIALES,0.12741332,2022,5
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS COMERCIALES,7.07842414,2022,5
Morosidad de Cartera de Consumo,BANCOS PRIVADOS CONSUMO,3.64767124,2022,5
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS CONSUMO,2.16856636,2022,5
Morosidad de Cartera Productiva,BANCOS PRIVADOS CONSUMO,1.9303119899999999,2022,5
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS CONSUMO,10.05185691,2022,5
Morosidad de Cartera de Consumo,BANCOS PRIVADOS VIVIENDA,0,2022,5
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS VIVIENDA,0,2022,5
Morosidad de Cartera Productiva,BANCOS PRIVADOS VIVIENDA,0,2022,5
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS VIVIENDA,0,2022,5
Morosidad de Cartera de Consumo,BANCOS PRIVADOS MICROCRÉDITO,13.72558572,2022,5
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS MICROCRÉDITO,0,2022,5
Morosidad de Cartera Productiva,BANCOS PRIVADOS MICROCRÉDITO,0,2022,5
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS MICROCRÉDITO,8.10381383,2022,5
Morosidad de Cartera de Consumo,BANCA MÚLTIPLE,2.75120813,2022,5
Morosidad de Cartera de Vivienda,BANCA MÚLTIPLE,3.83285358,2022,5
Morosidad de Cartera Productiva,BANCA MÚLTIPLE,1.09306399,2022,5
Morosidad de Cartera de Microcrédito,BANCA MÚLTIPLE,3.79629282,2022,5
Morosidad de Cartera de Consumo,BP GUAYAQUIL,1.5979193600000001,2022,6
Morosidad de Cartera de Vivienda,BP GUAYAQUIL,1.4969671,2022,6
Morosidad de Cartera Productiva,BP GUAYAQUIL,0.8911106599999999,2022,6
Morosidad de Cartera de Microcrédito,BP GUAYAQUIL,3.40021659,2022,6
Morosidad de Cartera de Consumo,BP PACIFICO,3.34125225,2022,6
Morosidad de Cartera de Vivienda,BP PACIFICO,5.70216308,2022,6
Morosidad de Cartera Productiva,BP PACIFICO,2.0011639800000003,2022,6
Morosidad de Cartera de Microcrédito,BP PACIFICO,22.49349462,2022,6
Morosidad de Cartera de Consumo,BP PICHINCHA,2.27176072,2022,6
Morosidad de Cartera de Vivienda,BP PICHINCHA,4.52637105,2022,6
Morosidad de Cartera Productiva,BP PICHINCHA,1.75741253,2022,6
Morosidad de Cartera de Microcrédito,BP PICHINCHA,3.96716153,2022,6
Morosidad de Cartera de Consumo,BP PRODUBANCO,3.03349056,2022,6
Morosidad de Cartera de Vivienda,BP PRODUBANCO,2.27547505,2022,6
Morosidad de Cartera Productiva,BP PRODUBANCO,0.48835255000000005,2022,6
Morosidad de Cartera de Microcrédito,BP PRODUBANCO,2.68173129,2022,6
Morosidad de Cartera de Consumo,BANCOS PRIVADOS GRANDES,2.51890481,2022,6
Morosidad de Cartera de Vivienda,BANCOS PRIVADOS GRANDES,4.0819036,2022,6
Morosidad de Cartera Productiva,BANCOS PRIVADOS GRANDES,1.25023047,2022,6
Morosidad de Cartera de Microcrédito,BANCOS PRIVADOS GRANDES,3.92469815,2022,6
Morosidad de Cartera de Consumo,BP AUSTRO,5.31035006,2022,6
Morosidad de Cartera de Vivienda,BP AUSTRO,1.97409887,2022,6
Morosidad de Cartera Productiva,BP AUSTRO,1.14669953,2022,6
Morosidad de Cartera de Microcrédito,BP AUSTRO,13.172124779999999,2022,6
